bath,balcony,price,total_sqft_int,bhk,price_per_sqft,area_type,Availability,location
2,1,55.5,1180,3,4703.389831,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,47,1075,3,4372.093023,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,48,1075,3,4465.116279,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,45,1075,3,4186.046512,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,44,1075,3,4093.023256,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,27,850,2,3176.470588,Super built-up  Area,Ready To Move,Bisuvanahalli
2,1,42,1075,3,3906.976744,Super built-up  Area,Ready To Move,Bisuvanahalli
2,2,32,845,2,3786.982249,Super built-up  Area,Ready To Move,Bisuvanahalli
2,0,34,845,2,4023.668639,Built-up  Area,Ready To Move,Bisuvanahalli
8,0,140,3000,8,4666.666667,Built-up  Area,Ready To Move,Whitefield
1,0,19.5,520,1,3750,Super built-up  Area,Ready To Move,Whitefield
1,1,25,515,1,4854.368932,Built-up  Area,Ready To Move,Whitefield
3,2,44,1090,2,4036.697248,Built-up  Area,Ready To Move,Whitefield
3,2,90,1850,3,4864.864865,Super built-up  Area,Ready To Move,Whitefield
2,1,45,910,2,4945.054945,Super built-up  Area,Ready To Move,Whitefield
2,2,46,1050,2,4380.952381,Super built-up  Area,Ready To Move,Whitefield
1,2,55,1100,2,5000,Super built-up  Area,Ready To Move,Whitefield
4,2,85,2100,4,4047.619048,Super built-up  Area,Ready To Move,Whitefield
2,1,50,1307,2,3825.554705,Super built-up  Area,Ready To Move,Whitefield
2,1,40,1091,2,3666.361137,Built-up  Area,Ready To Move,Whitefield
2,3,53,1160,2,4568.965517,Super built-up  Area,Ready To Move,Whitefield
2,2,54,1050,2,5142.857143,Super built-up  Area,Ready To Move,Whitefield
3,1,49.36,1260,3,3917.460317,Super built-up  Area,Ready To Move,Bommasandra
3,2,46,1200,3,3833.333333,Super built-up  Area,Ready To Move,Bommasandra
2,1,41,1035,2,3961.352657,Super built-up  Area,Ready To Move,Bommasandra
2,1,41.73,1035,2,4031.884058,Super built-up  Area,Ready To Move,Bommasandra
2,3,40,1034,2,3868.471954,Super built-up  Area,Ready To Move,Bommasandra
2,2,30,877,2,3420.752566,Built-up  Area,Ready To Move,Bommasandra
2,1,37.46,920,2,4071.73913,Super built-up  Area,Ready To Move,Bommasandra
2,1,41.43,1035,2,4002.898551,Super built-up  Area,Ready To Move,Bommasandra
2,1,50.28,1295,3,3882.625483,Super built-up  Area,Ready To Move,Bommasandra
2,1,40,1015,2,3940.8867,Super built-up  Area,Ready To Move,Bommasandra
2,1,35,1000,2,3500,Built-up  Area,Ready To Move,Bommasandra
2,1,35.28,955,2,3694.240838,Super built-up  Area,Ready To Move,Bommasandra
2,1,39.77,1005,2,3957.21393,Super built-up  Area,Ready To Move,Bommasandra
2,1,35,1014,2,3451.676529,Super built-up  Area,Ready To Move,Bommasandra
2,1,40.89,1020,2,4008.823529,Super built-up  Area,Ready To Move,Bommasandra
2,1,37.2,920,2,4043.478261,Super built-up  Area,Ready To Move,Bommasandra
1,1,32,800,2,4000,Super built-up  Area,Ready To Move,Bommasandra
3,1,50,1280,3,3906.25,Super built-up  Area,Ready To Move,Bommasandra
3,1.584375738,90,1942,3,4634.397528,Plot  Area,Ready To Move,Bommasandra
2,1,45,1127,2,3992.901508,Super built-up  Area,Ready To Move,Bommasandra
2,1,29,877,2,3306.72748,Super built-up  Area,Ready To Move,Bommasandra
3,1,52.81,1365,3,3868.864469,Super built-up  Area,Ready To Move,Bommasandra
2,2,30,842,2,3562.945368,Super built-up  Area,Ready To Move,Bommasandra
3,1,49.36,1260,3,3917.460317,Super built-up  Area,Ready To Move,Bommasandra
3,1,52.82,1365,3,3869.59707,Super built-up  Area,Ready To Move,Bommasandra
2,1,37.97,955,2,3975.91623,Super built-up  Area,Ready To Move,Bommasandra
2,1,40,1089,2,3673.094582,Super built-up  Area,Ready To Move,Bommasandra
3,1,53.96,1365,3,3953.113553,Super built-up  Area,Ready To Move,Bommasandra
2,2,31.48,1090,2,2888.073394,Built-up  Area,Ready To Move,Whitefield
2,1,40.44,1400,3,2888.571429,Built-up  Area,Ready To Move,Whitefield
2,1,38.13,1320,3,2888.636364,Built-up  Area,Ready To Move,Whitefield
2,1,29.45,1020,2,2887.254902,Built-up  Area,Ready To Move,Whitefield
2,1,33.64,1165,2,2887.553648,Built-up  Area,Ready To Move,Whitefield
2,1,31.48,1090,2,2888.073394,Built-up  Area,Ready To Move,Whitefield
2,1,28.88,1000,2,2888,Built-up  Area,Ready To Move,Whitefield
2,1,29.45,1020,2,2887.254902,Built-up  Area,Ready To Move,Whitefield
2,1,33.51,1160,2,2888.793103,Built-up  Area,Ready To Move,Whitefield
2,1,32.49,1125,2,2888,Built-up  Area,Ready To Move,Whitefield
2,1,32.49,1125,2,2888,Built-up  Area,Ready To Move,Whitefield
2,1,32.64,1130,2,2888.495575,Built-up  Area,Ready To Move,Whitefield
2,1,30.75,1065,2,2887.323944,Built-up  Area,Ready To Move,Whitefield
3,1,125,1200,3,10416.66667,Plot  Area,Ready To Move,Whitefield
3,0,145,1632,4,8884.803922,Built-up  Area,Ready To Move,Whitefield
3,0,135,1670,4,8083.832335,Plot  Area,Ready To Move,Whitefield
3,0,135,1680,4,8035.714286,Built-up  Area,Ready To Move,Whitefield
3,1,128,1632,4,7843.137255,Plot  Area,Ready To Move,Whitefield
3,0,250,3339,3,7487.271638,Built-up  Area,Ready To Move,Whitefield
3,1,96,1232,3,7792.207792,Plot  Area,Ready To Move,Whitefield
3,0,140,1632,4,8578.431373,Built-up  Area,Ready To Move,Whitefield
2,0,150,2200,4,6818.181818,Plot  Area,Ready To Move,Whitefield
2,2,38.68,1100,2,3516.363636,Super built-up  Area,Ready To Move,Whitefield
3,2,111,1520,3,7302.631579,Super built-up  Area,Ready To Move,Whitefield
2,2,90,1280,2,7031.25,Super built-up  Area,Ready To Move,Whitefield
2,3,69,1275,2,5411.764706,Built-up  Area,Ready To Move,Whitefield
3,2,93,1721,3,5403.83498,Super built-up  Area,Ready To Move,Whitefield
3,1,95,1720,3,5523.255814,Super built-up  Area,Ready To Move,Whitefield
2,3,69,1150,2,6000,Super built-up  Area,Ready To Move,Brookefield
2,2,70,1142,2,6129.597198,Built-up  Area,Ready To Move,Brookefield
4,2,240,2800,4,8571.428571,Plot  Area,Ready To Move,Brookefield
3,2,105,1476,3,7113.821138,Super built-up  Area,Ready To Move,Brookefield
4,1,152,1700,4,8941.176471,Plot  Area,Ready To Move,Brookefield
2,1,75,1262,2,5942.947702,Super built-up  Area,Ready To Move,Brookefield
2,2,80,1139,2,7023.705004,Super built-up  Area,Ready To Move,Brookefield
2,2,70,1125,2,6222.222222,Super built-up  Area,Ready To Move,Brookefield
3,2,85,1420,3,5985.915493,Super built-up  Area,Ready To Move,Brookefield
2,2,48,941,2,5100.956429,Super built-up  Area,Ready To Move,Brookefield
2,1,55,1100,2,5000,Built-up  Area,Ready To Move,Brookefield
3,3,140,2400,4,5833.333333,Super built-up  Area,Ready To Move,Brookefield
2,2,66.5,1225,2,5428.571429,Built-up  Area,Ready To Move,Brookefield
6,3,175,1950,5,8974.358974,Plot  Area,Ready To Move,Brookefield
2,3,50,1080,2,4629.62963,Super built-up  Area,Ready To Move,Brookefield
2,3,55,1230,2,4471.544715,Built-up  Area,Ready To Move,Brookefield
2,2,75,1200,2,6250,Super built-up  Area,Ready To Move,Brookefield
2,1,49,1089,2,4499.540863,Super built-up  Area,Ready To Move,Brookefield
2,2,56,1130,2,4955.752212,Super built-up  Area,Ready To Move,Brookefield
2,1,95,1270,2,7480.314961,Super built-up  Area,Ready To Move,Brookefield
3,2,115,1706,3,6740.91442,Super built-up  Area,Ready To Move,Brookefield
2,2,94,1389,2,6767.458603,Super built-up  Area,Ready To Move,Brookefield
2,2,72,1225,2,5877.55102,Built-up  Area,Ready To Move,Brookefield
3,3,115,1746,3,6586.483391,Super built-up  Area,Ready To Move,Brookefield
3,2,149,1560,4,9551.282051,Plot  Area,Ready To Move,Brookefield
2,2,84.5,1382,2,6114.327062,Super built-up  Area,Ready To Move,Brookefield
2,1,70,1260,2,5555.555556,Super built-up  Area,Ready To Move,Brookefield
2,1.584375738,90,1206,2,7462.686567,Super built-up  Area,Ready To Move,Brookefield
3,2,140,1594,3,8782.93601,Super built-up  Area,Ready To Move,Brookefield
2,2,56.4,1153,2,4891.587164,Super built-up  Area,Ready To Move,Budigere
2,1,59.9,1162,2,5154.905336,Super built-up  Area,Ready To Move,Budigere
4,2,103,1991,3,5173.279759,Super built-up  Area,Ready To Move,Budigere
2,2,57,1153,2,4943.625325,Super built-up  Area,Ready To Move,Budigere
2,1,57,1162,2,4905.335628,Super built-up  Area,Ready To Move,Budigere
2,2,56.8,1139,2,4986.830553,Super built-up  Area,Ready To Move,Budigere
2,2,56.85,1139,2,4991.220369,Super built-up  Area,Ready To Move,Budigere
4,2,100,1991,3,5022.601708,Super built-up  Area,Ready To Move,Budigere
1,1,35,664,1,5271.084337,Super built-up  Area,Ready To Move,Budigere
3,2,93,1820,3,5109.89011,Super built-up  Area,Ready To Move,Budigere
3,2,85,1636,3,5195.599022,Super built-up  Area,Ready To Move,Budigere
2,2,70,1444,2,4847.645429,Super built-up  Area,Ready To Move,Budigere
2,2,60,1139,2,5267.778753,Super built-up  Area,Ready To Move,Budigere
3,2,93,1820,3,5109.89011,Super built-up  Area,Ready To Move,Budigere
2,1,58,1162,2,4991.394148,Super built-up  Area,Ready To Move,Budigere
3,2,85,1636,3,5195.599022,Super built-up  Area,Ready To Move,Budigere
2,1,54.3,1087,2,4995.400184,Super built-up  Area,Ready To Move,Budigere
1,1,35.4,664,1,5331.325301,Super built-up  Area,Ready To Move,Budigere
2,2,56.7,1153,2,4917.606245,Super built-up  Area,Ready To Move,Budigere
2,2,56.5,1139,2,4960.491659,Super built-up  Area,Ready To Move,Budigere
3,2,83,1636,3,5073.349633,Super built-up  Area,Ready To Move,Budigere
1,1,34,664,1,5120.481928,Built-up  Area,Ready To Move,Budigere
2,1,58,1162,2,4991.394148,Super built-up  Area,Ready To Move,Budigere
2,2,60,1153,2,5203.816132,Super built-up  Area,Ready To Move,Budigere
3,2,99,1820,3,5439.56044,Super built-up  Area,Ready To Move,Budigere
2,0,56.725,1172,2,4840.017065,Super built-up  Area,Ready To Move,Budigere
3,2,95,1820,3,5219.78022,Super built-up  Area,Ready To Move,Budigere
4,2,100,1991,3,5022.601708,Super built-up  Area,Ready To Move,Budigere
3,2,95.5,1820,3,5247.252747,Built-up  Area,Ready To Move,Budigere
2,2,56,1153,2,4856.895056,Super built-up  Area,Ready To Move,Budigere
1,0,34.545,705,1,4900,Super built-up  Area,Ready To Move,Budigere
2,2,56.5,1153,2,4900.260191,Super built-up  Area,Ready To Move,Budigere
2,2,58,1153,2,5030.355594,Super built-up  Area,Ready To Move,Budigere
3,2,88,1636,3,5378.973105,Super built-up  Area,Ready To Move,Budigere
2,2,56.55,1153,2,4904.596704,Super built-up  Area,Ready To Move,Budigere
2,2,56.5,1153,2,4900.260191,Super built-up  Area,Ready To Move,Budigere
2,2,60,1153,2,5203.816132,Super built-up  Area,Ready To Move,Budigere
4,2,370,3155,3,11727.4168,Super built-up  Area,Ready To Move,Whitefield
3,3,425,3500,4,12142.85714,Super built-up  Area,Ready To Move,Whitefield
2,2,75,1413,3,5307.855626,Super built-up  Area,Ready To Move,Whitefield
2,1,90,1325,3,6792.45283,Built-up  Area,Ready To Move,Whitefield
1,1,36,540,1,6666.666667,Built-up  Area,Ready To Move,Whitefield
3,1.584375738,200,2631,4,7601.672368,Super built-up  Area,Ready To Move,Whitefield
1,1,50,650,1,7692.307692,Super built-up  Area,Ready To Move,Whitefield
2,2,63,1300,2,4846.153846,Super built-up  Area,Ready To Move,Whitefield
2,2,56,1455,3,3848.797251,Super built-up  Area,Ready To Move,Whitefield
2,3,60,1140,2,5263.157895,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1100,2,5000,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1250,2,5200,Super built-up  Area,Ready To Move,Whitefield
4,1,120,1600,3,7500,Plot  Area,Ready To Move,Whitefield
3,2,475,3811,4,12463.92023,Plot  Area,Ready To Move,Whitefield
2,2,55,1120,2,4910.714286,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,55,1070,2,5140.186916,Built-up  Area,Ready To Move,CV Raman Nagar
2,1,37,740,2,5000,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,49,1028,2,4766.536965,Built-up  Area,Ready To Move,CV Raman Nagar
2,1,98,1392,2,7040.229885,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,47.5,1070,2,4439.252336,Super built-up  Area,Ready To Move,CV Raman Nagar
3,2,126,1825,3,6904.109589,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,50,1025,2,4878.04878,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,60,1198,2,5008.347245,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,85,1560,2,5448.717949,Super built-up  Area,Ready To Move,CV Raman Nagar
2,3,85,1590,3,5345.91195,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,58,1100,2,5272.727273,Super built-up  Area,Ready To Move,CV Raman Nagar
2,3,61,1051,2,5803.996194,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,55,1020,2,5392.156863,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,65,1285,2,5058.365759,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,50,1040,2,4807.692308,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,95,1392,2,6824.712644,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,50,705,1,7092.198582,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,46,1125,2,4088.888889,Built-up  Area,Ready To Move,CV Raman Nagar
2,2,78,1400,3,5571.428571,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,78,1400,3,5571.428571,Super built-up  Area,Ready To Move,CV Raman Nagar
2,2,38,907,2,4189.636163,Super built-up  Area,Ready To Move,CV Raman Nagar
2,1,62,1310,2,4732.824427,Built-up  Area,Ready To Move,CV Raman Nagar
3,1,260,2400,3,10833.33333,Built-up  Area,Ready To Move,Whitefield
3,1,165,1600,4,10312.5,Built-up  Area,Ready To Move,Whitefield
3,3,230,1950,3,11794.87179,Built-up  Area,Ready To Move,Whitefield
3,2,307,1756,3,17482.91572,Super built-up  Area,Ready To Move,Whitefield
3,2,298,1669,3,17855.003,Super built-up  Area,Ready To Move,Whitefield
3,1,210,2098,3,10009.53289,Super built-up  Area,Ready To Move,Whitefield
2,2,45,1000,2,4500,Built-up  Area,Ready To Move,Whitefield
2,3,35,900,2,3888.888889,Built-up  Area,Ready To Move,Whitefield
2,1,90,1600,3,5625,Super built-up  Area,Ready To Move,Whitefield
3,3,90,1600,3,5625,Super built-up  Area,Ready To Move,Whitefield
3,0,91.855,1732.5,3,5301.875902,Super built-up  Area,Ready To Move,Whitefield
3,2,99,1770,3,5593.220339,Super built-up  Area,Ready To Move,Whitefield
1,1,22.49,532,1,4227.443609,Built-up  Area,Ready To Move,Whitefield
3,3,123,1639,3,7504.575961,Built-up  Area,Ready To Move,Whitefield
2,2,120,1475,3,8135.59322,Super built-up  Area,Ready To Move,Whitefield
2,1,170,1900,4,8947.368421,Super built-up  Area,Ready To Move,Whitefield
2,3,180,1350,2,13333.33333,Super built-up  Area,Ready To Move,Whitefield
2,1,162,1050,2,15428.57143,Built-up  Area,Ready To Move,Whitefield
4,2,211,1660.4,4,12707.78126,Plot  Area,Ready To Move,Whitefield
1,0,85,505,1,16831.68317,Built-up  Area,Ready To Move,Whitefield
3,2,98.91,1565,3,6320.127796,Built-up  Area,Ready To Move,Whitefield
1,2,52,730,2,7123.287671,Super built-up  Area,Ready To Move,Whitefield
3,2,115,1650,3,6969.69697,Super built-up  Area,Ready To Move,Whitefield
7,1,250,2800,7,8928.571429,Built-up  Area,Ready To Move,Whitefield
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,2,32,1200,2,2666.666667,Super built-up  Area,Ready To Move,Chandapura
2,2,27.68,1025,2,2700.487805,Super built-up  Area,Ready To Move,Chandapura
1,0,15.135,582.5,1,2598.283262,Super built-up  Area,Ready To Move,Chandapura
2,1,33,1065,3,3098.591549,Super built-up  Area,Ready To Move,Chandapura
2,1,25.4,850,2,2988.235294,Super built-up  Area,Ready To Move,Chandapura
1,0,13.57,590,1,2300,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
1,1,14.04,520,1,2700,Super built-up  Area,Ready To Move,Chandapura
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
1,1,19,700,2,2714.285714,Super built-up  Area,Ready To Move,Chandapura
2,2,32,1095,3,2922.374429,Super built-up  Area,Ready To Move,Chandapura
3,2,42,1208.51,3,3475.353948,Built-up  Area,Ready To Move,Chandapura
2,2,29.5,876,2,3367.579909,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,2,42,1505,3,2790.697674,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,1,30,937,2,3201.707577,Super built-up  Area,Ready To Move,Chandapura
2,2,27.68,1025,2,2700.487805,Super built-up  Area,Ready To Move,Chandapura
2,1,25,800,2,3125,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,0,25.29,778,2,3250.642674,Super built-up  Area,Ready To Move,Chandapura
2,1,25.65,950,2,2700,Super built-up  Area,Ready To Move,Chandapura
2,1,36,1200,2,3000,Plot  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,2,27.68,1025,2,2700.487805,Super built-up  Area,Ready To Move,Chandapura
2,2,39.5,1345,3,2936.802974,Super built-up  Area,Ready To Move,Chandapura
1,1,14.04,520,1,2700,Super built-up  Area,Ready To Move,Chandapura
2,1,42,1323,3,3174.603175,Super built-up  Area,Ready To Move,Chandapura
1,1,10,410,1,2439.02439,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
1,1,16.45,645,1,2550.387597,Super built-up  Area,Ready To Move,Chandapura
2,1,36,1200,2,3000,Plot  Area,Ready To Move,Chandapura
1,1,22,740,2,2972.972973,Built-up  Area,Ready To Move,Chandapura
2,2,28.47,876,2,3250,Super built-up  Area,Ready To Move,Chandapura
1,1,14.04,520,1,2700,Super built-up  Area,Ready To Move,Chandapura
2,2,85.05,1260,3,6750,Super built-up  Area,Ready To Move,Whitefield
1,1,75,890,1,8426.966292,Built-up  Area,Ready To Move,Whitefield
3,2,130,1600,3,8125,Super built-up  Area,Ready To Move,Whitefield
2,2,85.05,1260,3,6750,Super built-up  Area,Ready To Move,Whitefield
2,0,190,1200,3,15833.33333,Plot  Area,Ready To Move,Whitefield
2,1,38.34,1009,2,3799.801784,Super built-up  Area,Ready To Move,Channasandra
2,1,35,1065,2,3286.384977,Super built-up  Area,Ready To Move,Channasandra
2,1,90,1470,3,6122.44898,Super built-up  Area,Ready To Move,Channasandra
2,1,33.45,1115,2,3000,Super built-up  Area,Ready To Move,Channasandra
2,1,34.5,1030,2,3349.514563,Super built-up  Area,Ready To Move,Channasandra
6,0,180,4200,6,4285.714286,Built-up  Area,Ready To Move,Channasandra
2,1,40,1115,2,3587.443946,Super built-up  Area,Ready To Move,Channasandra
3,1,67.77,1200,3,5647.5,Plot  Area,Ready To Move,Channasandra
2,1,35.5,1104,2,3215.57971,Super built-up  Area,Ready To Move,Channasandra
2,1,55,1160,2,4741.37931,Super built-up  Area,Ready To Move,Channasandra
2,2,41,1050,2,3904.761905,Super built-up  Area,Ready To Move,Channasandra
2,1,40.47,1065,2,3800,Super built-up  Area,Ready To Move,Channasandra
2,1,38,1070,2,3551.401869,Super built-up  Area,Ready To Move,Channasandra
2,1,35,1050,2,3333.333333,Super built-up  Area,Ready To Move,Channasandra
2,1,34,1093,2,3110.704483,Super built-up  Area,Ready To Move,Channasandra
2,1,40,808,2,4950.49505,Built-up  Area,Ready To Move,Channasandra
2,1,36,1010,2,3564.356436,Super built-up  Area,Ready To Move,Channasandra
2,1,36,1123,2,3205.69902,Super built-up  Area,Ready To Move,Channasandra
2,2,35,1000,2,3500,Super built-up  Area,Ready To Move,Channasandra
4,1,89.45,1500,4,5963.333333,Plot  Area,Ready To Move,Channasandra
2,2,51.83,1330,3,3896.992481,Super built-up  Area,Ready To Move,Channasandra
2,1,37,1093,2,3385.178408,Super built-up  Area,Ready To Move,Channasandra
2,1,35.8,1115,2,3210.762332,Super built-up  Area,Ready To Move,Channasandra
3,1,61.95,1500,3,4130,Plot  Area,Ready To Move,Channasandra
2,1,36.28,830,2,4371.084337,Super built-up  Area,Ready To Move,Channasandra
